,close
2022-12-27 00:00:00+00:00,16947.6
2022-12-27 00:01:00+00:00,16953.0
2022-12-27 00:02:00+00:00,16959.2
2022-12-27 00:03:00+00:00,16962.6
2022-12-27 00:04:00+00:00,16947.9
2022-12-27 00:05:00+00:00,16960.7
2022-12-27 00:06:00+00:00,16961.9
2022-12-27 00:07:00+00:00,16952.7
2022-12-27 00:08:00+00:00,16948.3
2022-12-27 00:09:00+00:00,16955.0
2022-12-27 00:10:00+00:00,16954.9
2022-12-27 00:11:00+00:00,16954.9
2022-12-27 00:12:00+00:00,16961.1
2022-12-27 00:13:00+00:00,16962.1
2022-12-27 00:14:00+00:00,16958.0
2022-12-27 00:15:00+00:00,16951.4
2022-12-27 00:16:00+00:00,16942.7
2022-12-27 00:17:00+00:00,16924.4
2022-12-27 00:18:00+00:00,16917.6
2022-12-27 00:19:00+00:00,16918.6
2022-12-27 00:20:00+00:00,16928.1
2022-12-27 00:21:00+00:00,16917.9
2022-12-27 00:22:00+00:00,16902.3
2022-12-27 00:23:00+00:00,16904.8
2022-12-27 00:24:00+00:00,16902.6
2022-12-27 00:25:00+00:00,16905.3
2022-12-27 00:26:00+00:00,16901.3
2022-12-27 00:27:00+00:00,16904.6
2022-12-27 00:28:00+00:00,16902.9
2022-12-27 00:29:00+00:00,16904.8
2022-12-27 00:30:00+00:00,16903.8
2022-12-27 00:31:00+00:00,16906.0
2022-12-27 00:32:00+00:00,16908.2
2022-12-27 00:33:00+00:00,16900.5
2022-12-27 00:34:00+00:00,16897.8
2022-12-27 00:35:00+00:00,16899.2
2022-12-27 00:36:00+00:00,16892.8
2022-12-27 00:37:00+00:00,16889.8
2022-12-27 00:38:00+00:00,16884.4
2022-12-27 00:39:00+00:00,16878.0
2022-12-27 00:40:00+00:00,16879.1
2022-12-27 00:41:00+00:00,16877.5
2022-12-27 00:42:00+00:00,16882.8
2022-12-27 00:43:00+00:00,16874.0
2022-12-27 00:44:00+00:00,16873.0
2022-12-27 00:45:00+00:00,16876.7
2022-12-27 00:46:00+00:00,16861.8
2022-12-27 00:47:00+00:00,16847.7
2022-12-27 00:48:00+00:00,16849.9
2022-12-27 00:49:00+00:00,16840.1
2022-12-27 00:50:00+00:00,16847.3
2022-12-27 00:51:00+00:00,16848.7
2022-12-27 00:52:00+00:00,16849.7
2022-12-27 00:53:00+00:00,16850.5
2022-12-27 00:54:00+00:00,16856.8
2022-12-27 00:55:00+00:00,16859.1
2022-12-27 00:56:00+00:00,16860.4
2022-12-27 00:57:00+00:00,16859.0
2022-12-27 00:58:00+00:00,16858.9
2022-12-27 00:59:00+00:00,16861.1
2022-12-27 01:00:00+00:00,16866.1
2022-12-27 01:01:00+00:00,16865.5
2022-12-27 01:02:00+00:00,16851.7
2022-12-27 01:03:00+00:00,16858.6
2022-12-27 01:04:00+00:00,16867.2
2022-12-27 01:05:00+00:00,16867.2
2022-12-27 01:06:00+00:00,16867.1
2022-12-27 01:07:00+00:00,16871.4
2022-12-27 01:08:00+00:00,16872.3
2022-12-27 01:09:00+00:00,16875.2
2022-12-27 01:10:00+00:00,16875.2
2022-12-27 01:11:00+00:00,16878.7
2022-12-27 01:12:00+00:00,16878.8
2022-12-27 01:13:00+00:00,16879.3
2022-12-27 01:14:00+00:00,16876.0
2022-12-27 01:15:00+00:00,16878.2
2022-12-27 01:16:00+00:00,16878.3
2022-12-27 01:17:00+00:00,16873.3
2022-12-27 01:18:00+00:00,16873.3
2022-12-27 01:19:00+00:00,16864.1
2022-12-27 01:20:00+00:00,16864.1
2022-12-27 01:21:00+00:00,16852.8
2022-12-27 01:22:00+00:00,16854.5
2022-12-27 01:23:00+00:00,16853.8
2022-12-27 01:24:00+00:00,16853.8
2022-12-27 01:25:00+00:00,16853.8
2022-12-27 01:26:00+00:00,16853.8
2022-12-27 01:27:00+00:00,16853.9
2022-12-27 01:28:00+00:00,16854.7
2022-12-27 01:29:00+00:00,16858.4
2022-12-27 01:30:00+00:00,16858.4
2022-12-27 01:31:00+00:00,16858.4
2022-12-27 01:32:00+00:00,16858.4
2022-12-27 01:33:00+00:00,16858.4
2022-12-27 01:34:00+00:00,16858.6
2022-12-27 01:35:00+00:00,16858.6
2022-12-27 01:36:00+00:00,16858.6
2022-12-27 01:37:00+00:00,16858.7
2022-12-27 01:38:00+00:00,16858.7
2022-12-27 01:39:00+00:00,16858.6
2022-12-27 01:40:00+00:00,16856.9
2022-12-27 01:41:00+00:00,16855.8
2022-12-27 01:42:00+00:00,16855.7
2022-12-27 01:43:00+00:00,16849.6
2022-12-27 01:44:00+00:00,16849.6
2022-12-27 01:45:00+00:00,16849.6
2022-12-27 01:46:00+00:00,16849.6
2022-12-27 01:47:00+00:00,16849.6
2022-12-27 01:48:00+00:00,16852.0
2022-12-27 01:49:00+00:00,16852.0
2022-12-27 01:50:00+00:00,16856.1
2022-12-27 01:51:00+00:00,16856.1
2022-12-27 01:52:00+00:00,16856.1
2022-12-27 01:53:00+00:00,16859.2
2022-12-27 01:54:00+00:00,16857.4
2022-12-27 01:55:00+00:00,16857.4
2022-12-27 01:56:00+00:00,16857.4
2022-12-27 01:57:00+00:00,16857.5
2022-12-27 01:58:00+00:00,16857.4
2022-12-27 01:59:00+00:00,16857.5
2022-12-27 02:00:00+00:00,16861.7
2022-12-27 02:01:00+00:00,16874.1
2022-12-27 02:02:00+00:00,16874.2
2022-12-27 02:03:00+00:00,16874.1
2022-12-27 02:04:00+00:00,16874.1
2022-12-27 02:05:00+00:00,16874.1
2022-12-27 02:06:00+00:00,16874.6
2022-12-27 02:07:00+00:00,16874.6
2022-12-27 02:08:00+00:00,16876.2
2022-12-27 02:09:00+00:00,16878.7
2022-12-27 02:10:00+00:00,16881.4
2022-12-27 02:11:00+00:00,16881.9
2022-12-27 02:12:00+00:00,16881.9
2022-12-27 02:13:00+00:00,16883.1
2022-12-27 02:14:00+00:00,16883.1
2022-12-27 02:15:00+00:00,16883.1
2022-12-27 02:16:00+00:00,16883.1
2022-12-27 02:17:00+00:00,16883.0
2022-12-27 02:18:00+00:00,16883.0
2022-12-27 02:19:00+00:00,16873.2
2022-12-27 02:20:00+00:00,16873.2
2022-12-27 02:21:00+00:00,16873.2
2022-12-27 02:22:00+00:00,16873.3
2022-12-27 02:23:00+00:00,16873.3
2022-12-27 02:24:00+00:00,16873.2
2022-12-27 02:25:00+00:00,16876.8
2022-12-27 02:26:00+00:00,16879.3
2022-12-27 02:27:00+00:00,16879.3
2022-12-27 02:28:00+00:00,16879.2
2022-12-27 02:29:00+00:00,16879.2
2022-12-27 02:30:00+00:00,16878.8
2022-12-27 02:31:00+00:00,16877.6
2022-12-27 02:32:00+00:00,16877.6
2022-12-27 02:33:00+00:00,16877.7
2022-12-27 02:34:00+00:00,16877.6
2022-12-27 02:35:00+00:00,16874.3
2022-12-27 02:36:00+00:00,16872.1
2022-12-27 02:37:00+00:00,16870.1
2022-12-27 02:38:00+00:00,16870.2
2022-12-27 02:39:00+00:00,16867.4
2022-12-27 02:40:00+00:00,16866.5
2022-12-27 02:41:00+00:00,16866.4
2022-12-27 02:42:00+00:00,16866.4
2022-12-27 02:43:00+00:00,16866.5
2022-12-27 02:44:00+00:00,16871.8
2022-12-27 02:45:00+00:00,16871.8
2022-12-27 02:46:00+00:00,16871.8
2022-12-27 02:47:00+00:00,16871.7
2022-12-27 02:48:00+00:00,16871.7
2022-12-27 02:49:00+00:00,16871.7
2022-12-27 02:50:00+00:00,16871.8
2022-12-27 02:51:00+00:00,16871.7
2022-12-27 02:52:00+00:00,16871.7
2022-12-27 02:53:00+00:00,16869.7
2022-12-27 02:54:00+00:00,16869.0
2022-12-27 02:55:00+00:00,16869.0
2022-12-27 02:56:00+00:00,16875.6
2022-12-27 02:57:00+00:00,16875.5
2022-12-27 02:58:00+00:00,16875.6
2022-12-27 02:59:00+00:00,16875.6
2022-12-27 03:00:00+00:00,16875.5
2022-12-27 03:01:00+00:00,16875.5
2022-12-27 03:02:00+00:00,16875.5
2022-12-27 03:03:00+00:00,16874.3
2022-12-27 03:04:00+00:00,16869.9
2022-12-27 03:05:00+00:00,16867.9
2022-12-27 03:06:00+00:00,16868.0
2022-12-27 03:07:00+00:00,16867.9
2022-12-27 03:08:00+00:00,16862.5
2022-12-27 03:09:00+00:00,16859.1
2022-12-27 03:10:00+00:00,16859.0
2022-12-27 03:11:00+00:00,16859.0
2022-12-27 03:12:00+00:00,16859.0
2022-12-27 03:13:00+00:00,16859.0
2022-12-27 03:14:00+00:00,16850.7
2022-12-27 03:15:00+00:00,16850.6
2022-12-27 03:16:00+00:00,16853.9
2022-12-27 03:17:00+00:00,16853.9
2022-12-27 03:18:00+00:00,16853.9
2022-12-27 03:19:00+00:00,16853.9
2022-12-27 03:20:00+00:00,16853.8
2022-12-27 03:21:00+00:00,16853.8
2022-12-27 03:22:00+00:00,16853.8
2022-12-27 03:23:00+00:00,16857.3
